quote,Father,Mother,Wife,Husband,Boyfriend,Girlfriend,Son,Daughter,Grandfather,Grandmother,Friend,Boss,Best-Friend,Happy,Funny,Rhyming_Poem,Short_and_Simple,Heartfelt,Inspirational,Professional,wish_id
"Boss, through challenges we face each day, your guidance helps us find our way. With wisdom shared and goals set high, you help our team reach for the sky. In leadership both firm and fair, you show how much you truly care.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,402
"Best friend, your masterful ability to turn every minor inconvenience into an existential crisis while maintaining perfect hair deserves a PhD in dramatic arts!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,403
"Dad, in wisdom's light and love's embrace, you guide us all with patient grace. Through years of care and guidance true, we've learned life's precious gifts from you. Your strength in times both dark and bright, helps make our world feel safe and right.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,404
"Mom, your strategic approach to family nutrition and resource allocation, particularly in the art of making vegetables disappear into smoothies, shows exceptional operational innovation.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,405
"Wife, your remarkable talent for finding new home improvement projects every time I complete one is both impressive and slightly terrifying! Your vision for endless renovation is truly inspiring!",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,406
"Mom, your strategic expertise in finding lost items while simultaneously creating new organizing systems that no one else understands demonstrates remarkable operational complexity!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,407
"Wife, through seasons sweet and rare, our love grows deeper than we share. In quiet moments, day by day, you light our home in your own way. Your grace and strength in all you do, makes every dream we share come true.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,408
"Husband, your innovative approach to assembling furniture without instructions—creating entirely new designs not intended by the manufacturer—showcases remarkable creative problem-solving abilities!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,409
"Boyfriend, in moments clear and bright, your courage sets my world alight. Through every challenge that we face, you meet each test with perfect grace. Your spirit strong, your vision true, inspires all in all you do.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,410
"Girlfriend, your professional dedication to maintaining an organized chaos theory in your purse, where items exist in multiple dimensions simultaneously, warrants scientific study.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,411
"Son, your remarkable ability to hear a whispered conversation downstairs but completely miss the sound of your alarm clock continues to defy all laws of acoustics!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,412
"Daughter, through every dream you chase, you show such spirit, strength, and grace. In challenges both big and small, your courage helps you conquer all. With wisdom earned and lessons learned, you've grown in ways so well discerned.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,413
"Grandpa, your strategic methodology in storytelling, particularly your ability to connect any current event to a story from 1952, demonstrates exceptional narrative integration skills.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,414
"Grandma, your talent for predicting rain using your knee arthritis has achieved higher accuracy rates than our local weather station! Your biometeorological skills are unmatched!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,415
"Friend, in laughter shared and tears we've known, our friendship has so deeply grown. Through stories lived and memories made, we've built a bond that cannot fade. In life's great book of precious things, your friendship endless treasure brings.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,416
"Boss, your exceptional ability to transform a five-minute update into an hour-long philosophical discussion about workplace dynamics deserves academic recognition!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,417
"Best friend, through storms and sunshine clear, your friendship makes life's path sincere. In every moment, rain or shine, your presence makes each day divine. With understanding deep and true, life's better when it's shared with you.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,418
"Dad, your professional commitment to maintaining the world's largest collection of 'temporary' fixes around the house demonstrates remarkable sustainability in improvisation.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,419
"Mom, your interpretive dance moves while trying to explain stories without interrupting phone calls have reached performance art status! Your non-verbal communication skills are revolutionary!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,420
"Wife, your strategic implementation of household policies, particularly the 'I told you so' protocols, demonstrates exceptional foresight in domestic relations.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,421
"Husband, through each day and every night, your love makes everything feel right. In simple moments, grand or small, you help our family stand tall. Your strength and care in all you do, makes every dream we share come true.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,422
"Boyfriend, your remarkable talent for turning any minor disagreement into an impromptu stand-up comedy routine deserves its own Netflix special!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,423
"Girlfriend, in beauty rare and wisdom deep, your love is precious gold to keep. Through every season, storm or fair, you show how deeply you can care. Your spirit bright, your heart so true, makes life more beautiful with you.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,424
"Son, your professional approach to negotiating bedtime extensions and homework deadlines shows promising skills in diplomatic relations.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,425
"Daughter, your innovative method of cleaning your room by stuffing everything under the bed has revolutionized the field of spatial organization! Your creative storage solutions are truly groundbreaking!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,426
"Grandpa, with wisdom's light so clear, your stories bring the past so near. Through tales of days both old and new, you share life's precious point of view. Your legacy of lessons learned, keeps family flames forever burned.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,427
"Grandma, your strategic approach to guilt-inducing food offerings ('You're too skinny!') demonstrates masterful psychological manipulation techniques.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,428
"Friend, your exceptional ability to turn any casual coffee meet-up into an impromptu therapy session shows remarkable psychological insight!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,429
"Boss, with leadership wise and strong, you help us where we all belong. Through challenges we face each day, you guide us on our working way. Your vision clear, your standards high, inspires us all to reach the sky.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,430
"Best friend, your professional dedication to maintaining our friendship through strategic deployment of memes and GIFs shows exceptional communication innovation.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,431
"Dad, through wisdom's gate and time's embrace, you've shown us how to run life's race. With patience, strength, and guidance true, you've lit the path we journey through. Your legacy of love and light, helps make our world feel safe and right.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,432
"Mom, your ability to detect trouble through the silence of children demonstrates remarkable supernatural sensory capabilities! Your mom-radar needs scientific study!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,433
"Wife, your masterful ability to remember every single thing I've ever done wrong while forgetting where you put your phone shows impressive selective memory optimization!",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,434
"Husband, your strategic approach to watching sports while appearing to listen to conversations demonstrates exceptional multitasking capabilities.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,435
"Dad, your innovative approach to lawn maintenance—specifically your ability to create modern art patterns while mowing—demonstrates remarkable artistic vision in landscaping!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,436
"Mom, through years of love and care, your wisdom beyond all compare. Each lesson taught with gentle grace, helps guide us through time and space. Your strength in all life's storms we face, makes home our sacred, cherished place.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,437
"Wife, your strategic implementation of the 'where-did-you-last-see-it' investigation protocol shows exceptional problem-solving methodology in domestic item location.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,438
"Husband, your remarkable talent for creating new recipes by 'improvising' with whatever's in the fridge deserves a special category on cooking shows—'Survival Cuisine'!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,439
"Boyfriend, with heart so true and strong, you help me where I belong. Through every challenge, storm or test, your love shines brighter than the rest. Your spirit pure, your dreams so high, inspire me to touch the sky.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,440
"Girlfriend, your professional expertise in maintaining multiple ongoing conversations while scrolling through social media demonstrates exceptional multitasking capabilities.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,441
"Son, your creative interpretation of 'clean your room' as 'relocate items to create new archaeological layers' shows innovative thinking in spatial reorganization!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,442
"Daughter, in grace and strength you grow, with wisdom's light in all you show. Each challenge met with courage rare, shows character beyond compare. Your spirit bright, your dreams so true, inspire all in all you do.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,443
"Grandpa, your strategic methodology in weather prediction based on knee pain patterns demonstrates remarkable biometeorological expertise.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,444
"Grandma, your talent for finding fault with every boyfriend/girlfriend your grandchildren bring home has reached Olympic-level judgment skills!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,445
"Friend, through storms and sunshine clear, your friendship makes life's path sincere. In moments shared of joy or pain, our bond grows stronger, breaks no chain. Your presence in life's precious book, adds magic to each path we took.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,446
"Boss, your innovative approach to extending meeting durations while maintaining the illusion of progress demonstrates exceptional temporal manipulation skills!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,447
"Best friend, with spirit bold and true, life's better when it's shared with you. Through laughter, tears, and dreams we share, you show how deeply friends can care. Your heart so pure, your soul so bright, makes every moment shine with light.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,448
"Dad, your professional commitment to maintaining the world's most comprehensive collection of dad jokes demonstrates remarkable dedication to paternal humor preservation.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,449
"Mom, your supernatural ability to detect lies through a single raised eyebrow has revolutionized teenage behavior modification techniques!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,450
"Wife, in quiet moments day by day, your love lights up our shared pathway. Through seasons sweet and challenges rare, you make our house a home to share. Your grace and strength in all you do, makes every dream we share come true.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,451
"Husband, your strategic approach to household maintenance, particularly in the development of 'temporary' solutions that become permanent fixtures, warrants academic study.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,452
"Boyfriend, your exceptional talent for turning any minor disagreement into an impromptu comedy show deserves its own streaming series!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,453
"Girlfriend, through storms and sunshine bright, your love makes everything feel right. In simple moments, grand or small, you help me stand up proud and tall. Your heart so pure, your spirit free, shows what true love is meant to be.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,454
"Son, your professional development in the art of negotiating screen time extensions shows promising skills in diplomatic relations.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,455
"Daughter, your innovative approach to borrowing clothes—specifically your ability to make items disappear from my closet without a trace—shows remarkable stealth capabilities!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,456
"Grandpa, with wisdom earned through time, your stories flow like perfect rhyme. Each tale you share with loving care, builds bridges that we all can share. Your legacy of lessons learned, keeps family flames forever burned.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,457
"Grandma, your strategic deployment of guilt-inducing sighs and meaningful glances demonstrates masterful emotional manipulation techniques.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,458
"Friend, your remarkable ability to turn any minor incident into an epic saga worthy of a movie adaptation shows exceptional storytelling capabilities!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,459
"Boss, with vision clear and strong, you guide us where we all belong. Through challenges we face each day, you light our professional way. Your leadership both firm and fair, shows how much you truly care.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,460
"Best friend, your professional dedication to maintaining our friendship through strategic deployment of cat videos and memes warrants scientific study.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,461
"Dad, through wisdom's light and time's embrace, you've shown us how to run life's race. Each lesson shared with patient care, builds strength and courage rare to share. Your legacy of love so true, guides all the paths we journey through.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,462
"Mom, your exceptional ability to locate missing items while simultaneously creating new organizational systems that nobody understands shows remarkable operational complexity!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,463
"Wife, your remarkable talent for remembering every anniversary, birthday, and special date while conveniently forgetting about my 'guys night out' plans is truly impressive!",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,464
"Husband, your strategic approach to TV remote control dominance and channel surfing optimization demonstrates exceptional territorial management skills.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,465
"Dad, your strategic approach to garage organization—specifically your ability to create a complex labyrinth of precariously balanced boxes—demonstrates remarkable architectural innovation!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,466
"Mom, with gentle hands and loving heart, you've guided us right from the start. Through every storm and sunny ray, your wisdom lights our family's way. Your strength and grace in all you do, makes life more beautiful and true.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,467
"Wife, your exceptional talent for finding new home improvement projects exactly one day after I finish the last one shows remarkable project management vision!",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,468
"Husband, through challenges both big and small, your strength helps our family stand tall. Each moment shared with patient care, shows just how deeply love can dare. Your heart so true, your spirit bright, makes every burden feel so light.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,469
"Boyfriend, your professional expertise in selective hearing, particularly during discussions about future commitments, demonstrates remarkable auditory filtering capabilities.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,470
"Girlfriend, your remarkable ability to transform a simple 'what should we eat?' question into an existential crisis deserves psychological study!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,471
"Son, with spirit bright and dreams so high, you make us proud as days go by. Each challenge met with courage true, reveals the strength that lives in you. Your path ahead, though yet unknown, inspires us as you've grown and grown.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,472
"Daughter, your strategic implementation of the 'but everyone else is allowed to' protocol shows exceptional negotiation skills in parental relations.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,473
"Grandpa, your innovative approach to telling the same story with slightly different plot twists each time demonstrates remarkable creative adaptation skills!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,474
"Grandma, through years of love and care, your wisdom beyond all compare. Each recipe and story told, worth more to us than finest gold. Your legacy of love so pure, in hearts and minds will long endure.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,475
"Friend, your professional commitment to maintaining our friendship through strategic deployment of coffee dates and crisis management shows exceptional relationship optimization.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,476
"Boss, your remarkable talent for turning simple project updates into epic three-act dramas deserves a Tony Award for workplace theater!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,477
"Best friend, in moments dark or light, you make the world feel fresh and bright. Through every joy and every test, your friendship proves life's very best. Your spirit true, your heart so rare, makes every burden easier to bear.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,478
"Dad, your exceptional ability to transform any simple home repair into a weekend-long saga demonstrates remarkable project expansion capabilities.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,479
"Mom, your strategic deployment of the 'wait until your father gets home' protocol while simultaneously solving the crisis yourself shows masterful conflict management skills.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,480
"Wife, through seasons sweet and storms we share, your love makes life beyond compare. Each moment spent in joy or strife, adds deeper meaning to our life. Your grace and strength through all we do, makes every dream feel fresh and new.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,481
"Husband, your innovative interpretation of 'helping with housework' as 'creating new messes to clean' shows remarkable creativity in domestic chaos generation!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,482
"Boyfriend, your professional expertise in remembering sports statistics while forgetting basic anniversary dates demonstrates remarkable selective memory optimization.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,483
"Girlfriend, with heart so pure and spirit free, you make each day what life should be. Through laughter shared and dreams we dare, you show how deeply love can care. Your presence sweet in all we do, makes every moment shine anew.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,484
"Son, your remarkable talent for creating innovative excuses for undone homework has revolutionized the field of creative writing!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,485
"Daughter, your strategic approach to wardrobe expansion through systematic borrowing from my closet demonstrates exceptional resource acquisition skills.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,486
"Grandpa, with wisdom earned through years untold, each story shared worth more than gold. Your legacy of lessons learned, keeps family flames forever burned. Through tales of days both old and new, you show what really matters true.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,487
"Grandma, your exceptional ability to detect insufficient eating from three rooms away shows remarkable nutritional surveillance capabilities!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,488
"Friend, your professional dedication to maintaining our social calendar through strategic event planning and crisis management warrants organizational study.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,489
"Boss, in leadership both firm and fair, you show how much you truly care. Through challenges we face each day, you guide us on our working way. Your vision clear, your standards high, helps all our team to touch the sky.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,490
"Best friend, your remarkable ability to turn any minor inconvenience into an epic tale of survival deserves a documentary series!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,491
"Dad, with patience strong and wisdom deep, your guidance helps our dreams to leap. Through every storm and challenge faced, your strength has kept our path well-placed. Your love and care in all you do, lights every step our journey through.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,492
"Mom, your innovative approach to vegetable concealment in meals demonstrates exceptional culinary stealth capabilities!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,493
"Wife, your strategic methodology in maintaining comprehensive archives of my past mistakes shows remarkable historical documentation skills.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,494
"Husband, your exceptional talent for creating new projects while leaving old ones unfinished shows remarkable multitasking abilities!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,495
"Dad, your innovative approach to lawn maintenance—specifically your ability to create abstract art patterns while mowing—shows remarkable artistic vision in landscaping!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,496
"Mom, through storms and sunshine clear, your love makes every pathway dear. Each lesson taught with gentle grace, helps guide us through both time and space. Your wisdom shared in all you do, makes life more beautiful and true.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,497
"Wife, your professional expertise in maintaining a comprehensive database of my questionable fashion choices demonstrates exceptional archival capabilities.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,498
"Husband, your remarkable talent for creating innovative excuses about why the dishes aren't done deserves a PhD in creative storytelling!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,499
"Boyfriend, with courage strong and spirit true, you face each challenge fresh and new. Through every storm and test we share, your strength shows how much you care. Your heart so pure, your dreams so bright, guide us through the darkest night.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,500
"Girlfriend, your strategic approach to wardrobe organization, particularly in the art of making new purchases appear old, shows exceptional procurement skills.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,501
"Son, your exceptional ability to hear the sound of a candy wrapper from three rooms away but miss the alarm clock next to your bed is truly remarkable!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,502
"Daughter, through grace and beauty rare, your spirit soars beyond compare. Each dream you chase with courage true, reveals the strength that lives in you. Your path ahead, though yet unknown, inspires us as you've grown and grown.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,503
"Grandpa, your professional commitment to maintaining the world's most comprehensive collection of 'back in my day' stories warrants historical preservation.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,504
"Grandma, your innovative approach to guilt-tripping through strategic deployment of sighs and meaningful glances has revolutionized family dynamics!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,505
"Friend, in moments shared both day and night, your friendship makes the world feel right. Through laughter, tears, and dreams we share, you show how deeply friends can care. Your heart so true, your spirit rare, makes every burden light to bear.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,506
"Boss, your strategic methodology in transforming coffee breaks into impromptu team-building sessions demonstrates exceptional time management innovation.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,507
"Best friend, your remarkable talent for turning every minor life event into a potential Netflix series deserves an Emmy for dramatic interpretation!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,508
"Dad, through wisdom's gate and time's embrace, you've shown us how to run life's race. Each lesson shared with patient care, builds strength and courage rare to share. Your legacy of love so true, guides all the paths we journey through.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,509
"Mom, your professional expertise in detecting trouble before it happens through advanced maternal intuition shows remarkable preventive crisis management.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510
"Wife, your exceptional ability to remember every single thing I've ever done wrong while simultaneously forgetting where you put your keys is truly fascinating!",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,511
"Husband, with strength and grace through all our days, you light our home in countless ways. Each challenge met with courage true, shows just how blessed we are with you. Your heart so kind, your spirit bright, makes every burden feel so light.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,512
"Boyfriend, your strategic approach to relationship milestone planning, particularly in the art of selective memory regarding anniversaries, warrants academic study.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,513
"Girlfriend, your remarkable talent for turning a simple 'where should we eat?' question into a philosophical debate deserves scholarly recognition!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,514
"Son, through every dream and goal you chase, you show such spirit, strength, and grace. Each challenge met with courage rare, reveals the hero that you dare. Your path ahead so bright and true, inspires all in all you do.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,515
"Daughter, your professional expertise in negotiating extended curfews while maintaining plausible deniability shows exceptional diplomatic skills.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,516
"Grandpa, your innovative approach to napping—specifically your ability to appear awake during family discussions—shows remarkable multitasking capabilities!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,517
"Grandma, with love that knows no bound, your wisdom makes our world profound. Each recipe and story shared, shows just how deeply you have cared. Your legacy of love so pure, in hearts and minds will long endure.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,518
"Friend, your strategic implementation of the 'I'm five minutes away' protocol while actually being nowhere near demonstrates exceptional time dilation skills.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,519
"Boss, your remarkable ability to transform simple yes/no questions into hour-long philosophical discussions deserves academic recognition!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,520
"Best friend, through joy and sorrow, day and night, your friendship makes the world feel right. In every season, storm or fair, you show how deeply friends can care. Your heart so true, your spirit strong, makes life a sweet and endless song.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,521
"Dad, your professional dedication to maintaining the world's largest collection of 'temporary' fixes shows remarkable sustainability in improvisation.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,522
"Mom, your exceptional talent for detecting lies through a single raised eyebrow has revolutionized teenage behavior modification!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,523
"Wife, with grace and strength through storm and sun, two hearts that beat as one. Each challenge faced with courage true, shows just how much I cherish you. Your love so pure, your spirit bright, makes every moment feel just right.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,524
"Husband, your strategic approach to TV remote control dominance while maintaining plausible deniability shows exceptional tactical skills.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,525
"Dad, your exceptional ability to turn a simple car repair into a weekend-long engineering project demonstrates remarkable problem-expansion capabilities!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,526
"Mom, with love that flows like gentle streams, you nurture all our hopes and dreams. Through every storm and challenge faced, your wisdom keeps our path well-placed. Your strength and grace in all you do, makes life more precious, sweet and true.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,527
"Wife, your strategic methodology in maintaining comprehensive archives of my fashion mistakes demonstrates exceptional historical documentation skills.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,528
"Husband, your remarkable talent for creating new messes while attempting to clean the original ones shows innovative chaos generation techniques!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,529
"Boyfriend, through storms and sunshine bright, your courage sets my world alight. Each challenge met with spirit strong, shows how our love moves right along. Your heart so pure, your dreams so true, inspire all in all you do.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,530
"Girlfriend, your professional expertise in transforming 'just browsing' into marathon shopping sessions warrants academic research.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,531
"Son, your innovative approach to homework avoidance—specifically your ability to create urgent distractions—shows remarkable strategic thinking!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,532
"Daughter, with grace and spirit rare, your dreams soar high beyond compare. Each step you take with courage true, reveals the strength that lives in you. Your path ahead so bright and clear, inspires all both far and near.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,533
"Grandpa, your strategic deployment of weather predictions based on joint pain patterns demonstrates remarkable biometeorological expertise.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,534
"Grandma, your exceptional talent for detecting insufficient eating from three rooms away while simultaneously cooking enough for an army is truly remarkable!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,535
"Friend, through seasons sweet and storms we share, your friendship shows how much you care. In moments both of joy and pain, our bond grows stronger, breaks no chain. Your heart so true, your spirit bright, makes every burden feel so light.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,536
"Boss, your professional commitment to transforming simple email responses into comprehensive philosophical treatises warrants scholarly study.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,537
"Best friend, your remarkable ability to turn any minor inconvenience into an epic saga of survival deserves a documentary series!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,538
